restaurant_id,komsco_name,komsco_address,previous_naver_status,naver_matched_external_name,naver_matched_address,naver_matched_road_address,query,place_id,place_url,resolve_status,detail_status,matcher_source,qwen_used,qwen_confidence,naver_db_fallback_available,qwen_ranking,resolved_rank,detail_validation_attempts,validation_attempts_json,detail_access_method,http_result,playwright_result,menu_count,parsed_menu_count,menu_complete,menu_fallback_used,home_status,hours_status,menu_status,review_status,review_requested,review_count,review_keyword_count,review_menu_mention_count,review_theme_count,representative_review_count,detail_warnings,result,reason,elapsed_ms
4317,해남세발낙지,서울시 강남구 삼성로57길 22(대치동) 동원빌딩 지하1층,MATCHED,해남세발낙지,서울특별시 강남구 대치동 1021-14,서울특별시 강남구 삼성로57길 22,대치역 해남세발낙지,12863873,https://pcmap.place.naver.com/restaurant/12863873/home,RESOLVED,PARTIAL,SINGLE_CANDIDATE,False,,True,0,1,1,"[{""rank"": 1, ""candidate_name"": ""해남세발낙지낙지요리"", ""candidate_address"": """", ""place_id"": ""12863873"", ""detail_url"": ""https://pcmap.place.naver.com/restaurant/12863873/home"", ""detail_name"": ""해남세발낙지낙지요리"", ""detail_road_address"": ""서울 강남구 삼성로57길 22"", ""detail_jibun_address"": ""서울 강남구 대치동 1021-14"", ""normalized_source_name"": ""해남세발낙지"", ""normalized_detail_name"": ""해남세발낙지낙지요리"", ""name_comparison"": ""CONTAINED"", ""normalized_source_address"": ""서울시강남구삼성로57길22대치동동원빌딩지하1층"", ""normalized_detail_road_address"": ""서울강남구삼성로57길22"", ""normalized_detail_jibun_address"": ""서울강남구대치동102114"", ""address_comparison"": ""STRONG_MATCH"", ""validation_result"": ""RESOLVED"", ""failure_reason"": ""DETAIL_EVIDENCE_INSUFFICIENT""}]",PLAYWRIGHT_DOM,NOT_ATTEMPTED,SUCCESS,,7,False,False,SUCCESS,SUCCESS,SUCCESS,SUCCESS,True,10,10,14,8,10,,PARTIAL,,6612
