restaurant_id,status,place_id,updated_at,reason
7549,AMBIGUOUS,37559010,2026-09-20T23:50:38,TOP_K_DETAIL_VALIDATION_FAILED
7553,AMBIGUOUS,11678788,2026-09-20T23:51:17,TOP_K_DETAIL_VALIDATION_FAILED
7554,AMBIGUOUS,1439186826,2026-09-20T23:51:43,TOP_K_DETAIL_VALIDATION_FAILED
7557,AMBIGUOUS,20889368,2026-09-20T23:52:01,TOP_K_DETAIL_VALIDATION_FAILED
7562,AMBIGUOUS,1034953698,2026-09-20T23:52:32,TOP_K_DETAIL_VALIDATION_FAILED
7566,AMBIGUOUS,35337611,2026-09-20T23:53:00,TOP_K_DETAIL_VALIDATION_FAILED
7568,NOT_FOUND,,2026-09-20T23:53:10,NAME_AND_ADDRESS_MISMATCH
7573,NOT_FOUND,,2026-09-20T23:53:23,NO_VALID_CANDIDATE
7876,AMBIGUOUS,1807902224,2026-09-20T23:53:47,TOP_K_DETAIL_VALIDATION_FAILED
8365,NOT_FOUND,,2026-09-20T23:54:01,CANDIDATE_PLACE_ID_MISSING
7563,AMBIGUOUS,1881406968,2026-09-20T23:54:24,TOP_K_DETAIL_VALIDATION_FAILED
7721,NOT_FOUND,,2026-09-20T23:54:37,NO_VALID_CANDIDATE
7759,NOT_FOUND,,2026-09-20T23:54:50,CANDIDATE_PLACE_ID_MISSING
7552,AMBIGUOUS,1777700241,2026-09-20T23:55:18,TOP_K_DETAIL_VALIDATION_FAILED
7564,AMBIGUOUS,1531219789,2026-09-20T23:55:47,TOP_K_DETAIL_VALIDATION_FAILED
7565,AMBIGUOUS,2040461106,2026-09-20T23:56:20,TOP_K_DETAIL_VALIDATION_FAILED
7567,NOT_FOUND,,2026-09-20T23:56:33,NO_VALID_CANDIDATE
