restaurant_id,komsco_name,komsco_address,previous_naver_status,naver_matched_external_name,naver_matched_address,naver_matched_road_address,query,place_id,place_url,resolve_status,detail_status,matcher_source,qwen_used,qwen_confidence,naver_db_fallback_available,qwen_ranking,resolved_rank,detail_validation_attempts,validation_attempts_json,detail_access_method,http_result,playwright_result,menu_count,parsed_menu_count,menu_complete,menu_fallback_used,review_requested,review_count,review_keyword_count,result,reason,elapsed_ms
4282,선02,서울특별시 강남구 개포로25길 5 (개포동) 1층,MATCHED,,,,개포동 선02,1753888134,https://pcmap.place.naver.com/restaurant/1753888134/home,AMBIGUOUS,NOT_ATTEMPTED,QWEN,True,LOW,True,"0,2,4,1,3",,5,"[{""rank"": 1, ""candidate_name"": ""집밥식당 선02"", ""candidate_address"": """", ""place_id"": ""1793398137"", ""detail_url"": ""https://pcmap.place.naver.com/restaurant/1793398137/home"", ""detail_name"": ""집밥식당 선02"", ""detail_road_address"": """", ""detail_jibun_address"": """", ""normalized_source_name"": ""선02"", ""normalized_detail_name"": ""집밥식당선02"", ""name_comparison"": ""CONTAINED"", ""normalized_source_address"": ""서울특별시강남구개포로25길5개포동1층"", ""normalized_detail_road_address"": """", ""normalized_detail_jibun_address"": """", ""address_comparison"": ""UNKNOWN"", ""validation_result"": ""AMBIGUOUS"", ""failure_reason"": ""DETAIL_ADDRESS_MISSING""}, {""rank"": 2, ""candidate_name"": ""집밥식당 선01한식"", ""candidate_address"": """", ""place_id"": ""1531090697"", ""detail_url"": ""https://pcmap.place.naver.com/restaurant/1531090697/home"", ""detail_name"": ""집밥식당 선01한식"", ""detail_road_address"": """", ""detail_jibun_address"": """", ""normalized_source_name"": ""선02"", ""normalized_detail_name"": ""집밥식당선01한식"", ""name_comparison"": ""DIFFERENT"", ""normalized_source_address"": ""서울특별시강남구개포로25길5개포동1층"", ""normalized_detail_road_address"": """", ""normalized_detail_jibun_address"": """", ""address_comparison"": ""UNKNOWN"", ""validation_result"": ""AMBIGUOUS"", ""failure_reason"": ""DETAIL_ADDRESS_MISSING""}, {""rank"": 3, ""candidate_name"": ""육전국밥 선정릉점"", ""candidate_address"": """", ""place_id"": ""2063978135"", ""detail_url"": ""https://pcmap.place.naver.com/restaurant/2063978135/home"", ""detail_name"": ""육전국밥 선정릉점"", ""detail_road_address"": """", ""detail_jibun_address"": """", ""normalized_source_name"": ""선02"", ""normalized_detail_name"": ""육전국밥선정릉점"", ""name_comparison"": ""DIFFERENT"", ""normalized_source_address"": ""서울특별시강남구개포로25길5개포동1층"", ""normalized_detail_road_address"": """", ""normalized_detail_jibun_address"": """", ""address_comparison"": ""UNKNOWN"", ""validation_result"": ""AMBIGUOUS"", ""failure_reason"": ""DETAIL_ADDRESS_MISSING""}, {""rank"": 4, ""candidate_name"": ""SCC 선 아트홀공연장"", ""candidate_address"": """", ""place_id"": ""1052678554"", ""detail_url"": ""https://pcmap.place.naver.com/restaurant/1052678554/home"", ""detail_name"": ""SCC 선 아트홀공연장"", ""detail_road_address"": """", ""detail_jibun_address"": """", ""normalized_source_name"": ""선02"", ""normalized_detail_name"": ""scc선아트홀공연장"", ""name_comparison"": ""DIFFERENT"", ""normalized_source_address"": ""서울특별시강남구개포로25길5개포동1층"", ""normalized_detail_road_address"": """", ""normalized_detail_jibun_address"": """", ""address_comparison"": ""UNKNOWN"", ""validation_result"": ""AMBIGUOUS"", ""failure_reason"": ""DETAIL_ADDRESS_MISSING""}, {""rank"": 5, ""candidate_name"": ""썬패미리남성의류"", ""candidate_address"": """", ""place_id"": ""1753888134"", ""detail_url"": ""https://pcmap.place.naver.com/restaurant/1753888134/home"", ""detail_name"": ""썬패미리남성의류"", ""detail_road_address"": """", ""detail_jibun_address"": """", ""normalized_source_name"": ""선02"", ""normalized_detail_name"": ""썬패미리남성의류"", ""name_comparison"": ""DIFFERENT"", ""normalized_source_address"": ""서울특별시강남구개포로25길5개포동1층"", ""normalized_detail_road_address"": """", ""normalized_detail_jibun_address"": """", ""address_comparison"": ""UNKNOWN"", ""validation_result"": ""AMBIGUOUS"", ""failure_reason"": ""DETAIL_ADDRESS_MISSING""}]",NONE,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,False,False,,,NOT_ATTEMPTED,TOP_K_DETAIL_VALIDATION_FAILED,10590
