restaurant_id,komsco_name,komsco_address,previous_naver_status,naver_matched_external_name,naver_matched_address,naver_matched_road_address,query,place_id,place_url,resolve_status,detail_status,matcher_source,qwen_used,qwen_confidence,naver_db_fallback_available,qwen_ranking,resolved_rank,detail_validation_attempts,validation_attempts_json,detail_access_method,http_result,playwright_result,menu_count,parsed_menu_count,menu_complete,menu_fallback_used,home_status,hours_status,menu_status,review_status,review_requested,review_count,review_keyword_count,review_menu_mention_count,review_theme_count,representative_review_count,detail_warnings,result,reason,elapsed_ms
7437,레몬그라스 타이,서울 강남구 개포로22길 12 1층,MATCHED,레몬그라스타이 개포점,서울특별시 강남구 개포동 1231-5 1층,서울특별시 강남구 개포로22길 12 1층,매봉역 레몬그라스 타이,1276334219,https://pcmap.place.naver.com/restaurant/1276334219/home,RESOLVED,PARTIAL,SINGLE_CANDIDATE,False,,True,0,1,1,"[{""rank"": 1, ""candidate_name"": ""레몬그라스타이 개포점태국음식"", ""candidate_address"": """", ""place_id"": ""1276334219"", ""detail_url"": ""https://pcmap.place.naver.com/restaurant/1276334219/home"", ""detail_name"": ""레몬그라스타이 개포점태국음식"", ""detail_road_address"": ""서울 강남구 개포로22길 12 1층"", ""detail_jibun_address"": ""서울 강남구 개포동 1231-5"", ""normalized_source_name"": ""레몬그라스타이"", ""normalized_detail_name"": ""레몬그라스타이개포점태국음식"", ""name_comparison"": ""CONTAINED"", ""normalized_source_address"": ""서울강남구개포로22길121층"", ""normalized_detail_road_address"": ""서울강남구개포로22길121층"", ""normalized_detail_jibun_address"": ""서울강남구개포동12315"", ""address_comparison"": ""EXACT"", ""validation_result"": ""RESOLVED"", ""failure_reason"": ""DETAIL_EVIDENCE_INSUFFICIENT""}]",PLAYWRIGHT_DOM,NOT_ATTEMPTED,SUCCESS,,51,False,False,SUCCESS,NO_DATA,SUCCESS,SUCCESS,True,10,10,15,15,10,,PARTIAL,,10663
7520,구봉산 돼지갈비,서울시 강남구 논현로16길 23 구봉산 돼지갈비,MATCHED,구봉산돼지갈비,서울특별시 강남구 개포동 1230-7 1층 구봉산돼지갈비,서울특별시 강남구 논현로16길 23 1층 구봉산돼지갈비,매봉역 구봉산 돼지갈비,38521236,https://pcmap.place.naver.com/restaurant/38521236/home,RESOLVED,PARTIAL,SINGLE_CANDIDATE,False,,True,0,1,1,"[{""rank"": 1, ""candidate_name"": ""구봉산돼지갈비돼지고기구이"", ""candidate_address"": """", ""place_id"": ""38521236"", ""detail_url"": ""https://pcmap.place.naver.com/restaurant/38521236/home"", ""detail_name"": ""구봉산돼지갈비돼지고기구이"", ""detail_road_address"": ""서울 강남구 논현로16길 23 1층 구봉산돼지갈비"", ""detail_jibun_address"": ""서울 강남구 개포동 1230-7"", ""normalized_source_name"": ""구봉산돼지갈비"", ""normalized_detail_name"": ""구봉산돼지갈비돼지고기구이"", ""name_comparison"": ""CONTAINED"", ""normalized_source_address"": ""서울시강남구논현로16길23구봉산돼지갈비"", ""normalized_detail_road_address"": ""서울강남구논현로16길231층구봉산돼지갈비"", ""normalized_detail_jibun_address"": ""서울강남구개포동12307"", ""address_comparison"": ""STRONG_MATCH"", ""validation_result"": ""RESOLVED"", ""failure_reason"": ""DETAIL_EVIDENCE_INSUFFICIENT""}]",PLAYWRIGHT_DOM,NOT_ATTEMPTED,SUCCESS,,3,False,False,SUCCESS,SUCCESS,SUCCESS,SUCCESS,True,10,10,12,8,10,,PARTIAL,,10448
4319,(주)육덕패밀리,서울특별시 강남구 학동로4길 45(논현동) 101호 삼촌네고깃집,UNMATCHED,,,,논현동 (주)육덕패밀리,,,NOT_FOUND,NOT_ATTEMPTED,NONE,False,,False,,,0,[],NONE,NOT_ATTEMPTED,NOT_ATTEMPTED,,0,,False,,,,,False,0,0,0,0,0,,NOT_ATTEMPTED,NO_VALID_CANDIDATE,2964
4331,꼼터,서울특별시 강남구 언주로134길 35(논현동) 지상 1층,MATCHED,꼼터 강남본점,서울특별시 강남구 논현동 113-20 1층 꼼터,서울특별시 강남구 언주로134길 35 1층 꼼터,강남구청역 꼼터,35839867,https://pcmap.place.naver.com/restaurant/35839867/home,RESOLVED,PARTIAL,SINGLE_CANDIDATE,False,,True,0,1,1,"[{""rank"": 1, ""candidate_name"": ""꼼터 강남본점"", ""candidate_address"": """", ""place_id"": ""35839867"", ""detail_url"": ""https://pcmap.place.naver.com/restaurant/35839867/home"", ""detail_name"": ""꼼터 강남본점"", ""detail_road_address"": ""서울 강남구 언주로134길 35 1층 꼼터"", ""detail_jibun_address"": ""서울 강남구 논현동 113-20"", ""normalized_source_name"": ""꼼터"", ""normalized_detail_name"": ""꼼터강남본점"", ""name_comparison"": ""CONTAINED"", ""normalized_source_address"": ""서울특별시강남구언주로134길35논현동지상1층"", ""normalized_detail_road_address"": ""서울강남구언주로134길351층꼼터"", ""normalized_detail_jibun_address"": ""서울강남구논현동11320"", ""address_comparison"": ""STRONG_MATCH"", ""validation_result"": ""RESOLVED"", ""failure_reason"": ""DETAIL_EVIDENCE_INSUFFICIENT""}]",PLAYWRIGHT_DOM,NOT_ATTEMPTED,SUCCESS,,21,False,False,SUCCESS,SUCCESS,SUCCESS,SUCCESS,True,10,10,15,8,10,,PARTIAL,,9191
4335,광주섬진강,서울특별시 강남구 언주로148길 6 (논현동) 2층,UNMATCHED,,,,논현동 광주섬진강,,,NOT_FOUND,NOT_ATTEMPTED,NONE,False,,False,,,0,[],NONE,NOT_ATTEMPTED,NOT_ATTEMPTED,,0,,False,,,,,False,0,0,0,0,0,,NOT_ATTEMPTED,NO_VALID_CANDIDATE,2986
4339,이자카야나무(논현),서울특별시 강남구 봉은사로 1길 40 지하1-지상3층,MATCHED,이자카야나무 논현 점,서울특별시 강남구 논현동 167-1 이자카야나무 논현점,서울특별시 강남구 봉은사로1길 40 이자카야나무 논현점,신논현역 이자카야나무(논현),1417514733,https://pcmap.place.naver.com/restaurant/1417514733/home,RESOLVED,PARTIAL,QWEN,True,LOW,True,"0,1,2,3,4",1,1,"[{""rank"": 1, ""candidate_name"": ""이자카야나무 논현점"", ""candidate_address"": """", ""place_id"": ""1417514733"", ""detail_url"": ""https://pcmap.place.naver.com/restaurant/1417514733/home"", ""detail_name"": ""이자카야나무 논현점"", ""detail_road_address"": ""서울 강남구 봉은사로1길 40 이자카야나무 논현점"", ""detail_jibun_address"": ""서울 강남구 논현동 167-1"", ""normalized_source_name"": ""이자카야나무논현"", ""normalized_detail_name"": ""이자카야나무논현점"", ""name_comparison"": ""CONTAINED"", ""normalized_source_address"": ""서울특별시강남구봉은사로1길40지하1지상3층"", ""normalized_detail_road_address"": ""서울강남구봉은사로1길40이자카야나무논현점"", ""normalized_detail_jibun_address"": ""서울강남구논현동1671"", ""address_comparison"": ""STRONG_MATCH"", ""validation_result"": ""RESOLVED"", ""failure_reason"": ""DETAIL_EVIDENCE_INSUFFICIENT""}]",PLAYWRIGHT_DOM,NOT_ATTEMPTED,SUCCESS,,64,False,False,SUCCESS,SUCCESS,SUCCESS,SUCCESS,True,10,10,15,14,10,,PARTIAL,,10231
4340,논현194,서울특별시 강남구 봉은사로13길 10 (논현동) 1층,MATCHED,논현194,서울특별시 강남구 논현동 194 1층 논현194,서울특별시 강남구 봉은사로13길 10 1층 논현194,언주역 논현194,1051121579,https://pcmap.place.naver.com/restaurant/1051121579/home,RESOLVED,PARTIAL,QWEN,True,LOW,True,"0,1,2",1,1,"[{""rank"": 1, ""candidate_name"": ""논현194"", ""candidate_address"": """", ""place_id"": ""1051121579"", ""detail_url"": ""https://pcmap.place.naver.com/restaurant/1051121579/home"", ""detail_name"": ""논현194"", ""detail_road_address"": ""서울 강남구 봉은사로13길 10 1층 논현194"", ""detail_jibun_address"": ""서울 강남구 논현동 194"", ""normalized_source_name"": ""논현194"", ""normalized_detail_name"": ""논현194"", ""name_comparison"": ""EXACT"", ""normalized_source_address"": ""서울특별시강남구봉은사로13길10논현동1층"", ""normalized_detail_road_address"": ""서울강남구봉은사로13길101층논현194"", ""normalized_detail_jibun_address"": ""서울강남구논현동194"", ""address_comparison"": ""STRONG_MATCH"", ""validation_result"": ""RESOLVED"", ""failure_reason"": ""DETAIL_EVIDENCE_INSUFFICIENT""}]",PLAYWRIGHT_DOM,NOT_ATTEMPTED,SUCCESS,,2,False,False,SUCCESS,SUCCESS,SUCCESS,SUCCESS,True,10,10,15,10,10,,PARTIAL,,9669
