restaurant_id,KOMSCO name,NAVER Local name,search query,candidate name,candidate address,candidate category,candidate URL,naverPlaceId,name evidence,address evidence,distance evidence,result status,risk flags
4282,선02,집밥식당 선02,매봉역 선02,집밥식당 선02 플레이스 플러스 한식,서울 강남구 개포로25길 5 1층,한식,https://pcmap.place.naver.com/restaurant/1793398137/home,1793398137,CONTAINED,PARTIAL,UNKNOWN,RESOLVED,
